A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
4.33	0.594	0.103	-0.491	0	0	0	0.98535	0.99989	0.9957	0	0	0	53895	Clpp	chr17
2.15	0.391	-0.138	-0.529	0	0	0	0.97563	0.9967	0.94973	0	0	0	66400	Alkbh7	chr17
6.49	0.38	0.512	0.132	0	0	0	0.99924	0.997	0.99996	0	0	0	98053	Gtf2f1	chr17
6.4	-0.035	0.199	0.234	0	0	0	0.99997	0.99972	0.99976	0	0	0	16549	Khsrp	chr17
5.79	-2.082	-2.871	-0.788	-7.68	-13.25	0	0.00003	0	0.93197	-1	-1	0	66972	Slc25a23	chr17
4.46	-3.941	-3.719	0.223	-22.23	-20.56	0	0	0	0.99997	-1	-1	0	224912	Crb3	chr17
2.04	-3.935	-3.703	0.232	-13.23	-12.2	0	0	0	0.99939	-1	-1	0	70785	Dennd1c	chr17
1.95	0.469	-1.558	-2.027	0	-2.24	-3.92	0.9506	0.02781	0.00224	0	0	0	22153	Tubb4a	chr17
0.43	0.935	0.017	-0.918	0	0	0	0.58196	0.99943	0.60559	0	0	0	100169874	Gm11110	chr17
3.68	1.029	0.006	-1.023	0.08	0	-0.06	0.47097	0.99947	0.47594	0	0	0	21950	Tnfsf9	chr17
9.07	-3.897	-1.112	2.785	-10.37	-0.42	6.81	0	0.34285	0.00007	-1	0	1	12266	C3	chr17
5.96	-0.779	-0.886	-0.107	0	0	0	0.96608	0.84636	0.99999	0	0	0	78308	Gpr108	chr17
6.27	-0.583	-0.147	0.436	0	0	0	0.99085	0.99986	0.99866	0	0	0	106628	Trip10	chr17
0.25	-2.623	-3.562	-0.939	-5.1	-8.35	0	0.00047	0.00002	0.59827	-1	-1	0	22324	Vav1	chr17
1.96	-0.17	-0.513	-0.343	0	0	0	0.99782	0.97693	0.99391	0	0	0	67993	Nudt12	chr17
5.06	0.913	1.458	0.545	0	1.64	0	0.62022	0.0696	0.93456	0	0	0	13640	Efna5	chr17
5.9	0.072	-0.078	-0.149	0	0	0	0.99998	0.99998	0.99998	0	0	0	50758	Fbxl17	chr17
4.45	0.507	0.399	-0.108	0	0	0	0.99836	0.99956	0.99998	0	0	0	14158	Fer	chr17
6.56	0.109	0.169	0.06	0	0	0	0.99998	0.99996	0.99999	0	0	0	224938	Pja2	chr17
5.76	1.572	2.048	0.475	3.47	6.33	0	0.00425	0.00012	0.99489	1	1	0	17158	Man2a1	chr17
6.73	-0.016	0.093	0.109	0	0	0	0.99999	0.99996	0.99997	0	0	0	30960	Vapa	chr17
4.94	2.058	0.753	-1.306	4.69	0	-1.42	0.0008	0.8639	0.09732	1	0	0	106572	Rab31	chr17
6.76	0.418	0.798	0.38	0	0	0	0.99566	0.86702	0.99798	0	0	0	70351	Ppp4r1	chr17
7.46	-0.947	-0.854	0.093	0	0	0	0.61131	0.77675	0.99975	0	0	0	19765	Ralbp1	chr17
7.71	0.787	0.887	0.1	0	0	0	0.93747	0.80462	0.99998	0	0	0	65960	Twsg1	chr17
5.21	-0.243	0.16	0.403	0	0	0	0.99158	0.99536	0.98024	0	0	0	106585	Ankrd12	chr17
5.8	0.314	-0.327	-0.641	0	0	0	0.99858	0.99853	0.97719	0	0	0	72900	Ndufv2	chr17
4.46	0.107	0.174	0.068	0	0	0	0.99979	0.99961	0.9999	0	0	0	68767	Wash1	chr17
4.18	0.351	0.149	-0.202	0	0	0	0.99893	0.99986	0.99978	0	0	0	320209	Ddx11	chr17
1.26	0.541	0.03	-0.51	0	0	0	0.92539	0.99905	0.94082	0	0	0	100504611	NA	NA
4.58	1.175	2.799	1.624	0.78	7.43	2.67	0.22776	0.00004	0.01435	0	1	0	68617	Mtcl1	chr17
2.22	-0.089	-0.173	-0.084	0	0	0	0.99981	0.99961	0.99985	0	0	0	100043876	Gm4705	NA
5.78	0.944	0.708	-0.237	0	0	0	0.66128	0.9743	0.99988	0	0	0	19328	Rab12	chr17
2.4	4.803	5.131	0.328	10.97	11.9	0	0	0	0.94337	1	1	0	19274	Ptprm	chr17
6.08	4.316	6.45	2.134	14.2	21.59	4.9	0	0	0.00061	1	1	1	16772	Lama1	chr17
5.14	-1.126	-0.687	0.439	-0.6	0	0	0.28305	0.91242	0.98929	0	0	0	268970	Arhgap28	chr17
4.26	3.219	1.922	-1.297	12.61	5.91	-1.73	0	0.00018	0.06086	1	1	0	13823	Epb41l3	chr17
2.66	-0.493	-1.049	-0.556	0	-0.23	0	0.9747	0.41113	0.96993	0	0	0	22666	Zbtb14	chr17
0.81	-0.526	-0.504	0.022	0	0	0	0.94632	0.95654	0.99954	0	0	0	77533	C030034I22Rik	chr17
0.36	0.008	1.531	1.523	0	1.64	1.64	0.99963	0.06975	0.06998	0	0	0	224997	Dlgap1	chr17
8.26	-1.225	-0.81	0.415	-1.32	0	0	0.11214	0.8516	0.99687	0	0	0	21815	Tgif1	chr17
3.77	-1.67	-1.263	0.407	-4.91	-1.92	0	0.0006	0.04584	0.99931	-1	0	0	668724	Gm9320	NA
6.98	-0.124	-0.825	-0.701	0	0	0	0.99998	0.91862	0.98901	0	0	0	67938	Myl12b	chr17
7.22	0.361	0.246	-0.115	0	0	0	0.99944	0.99981	0.99997	0	0	0	67268	Myl12a	chr17
-0.09	-2.383	-1.557	0.826	-3.56	-1.4	0	0.00376	0.09925	0.69364	-1	0	0	100861887	NA	NA
2.01	-0.104	0.145	0.249	0	0	0	0.99862	0.99802	0.99593	0	0	0	17929	Myom1	chr17
6.34	0.193	-1.266	-1.459	0	-1.52	-2.79	0.99919	0.08376	0.01178	0	0	0	64898	Lpin2	chr17
2.47	-1.172	0.825	1.998	-0.42	0	2.37	0.34147	0.6483	0.02278	0	0	0	246707	Emilin2	chr17
6.86	0.049	0.098	0.049	0	0	0	0.99954	0.99904	0.99971	0	0	0	74355	Smchd1	chr17
2.14	2.722	2.518	-0.204	7.55	7.04	0	0.00003	0.00006	0.995	1	1	0	67052	Ndc80	chr17
-0.08	-0.184	0.77	0.954	0	0	0	0.97173	0.70619	0.5444	0	0	0	70891	Spdya	chr17
2.89	-0.207	0.252	0.458	0	0	0	0.99961	0.99941	0.99655	0	0	0	68789	Trmt61b	chr17
7.11	0.303	0.818	0.515	0	0	0	0.97406	0.71342	0.9367	0	0	0	72515	Wdr43	chr17
0.74	0.303	1.582	1.279	0	1.11	0.53	0.91849	0.14994	0.30488	0	0	0	100217456	Snord53	chr7
2.14	2.269	-0.539	-2.808	2.05	0	-3.06	0.03788	0.82582	0.00798	0	0	0	320159	Fam179a	chr17
5.07	-1.284	-3.73	-2.446	-1.01	-10.12	-5.92	0.17012	0	0.00018	0	-1	-1	78785	Clip4	chr17
0.29	-3.661	-6.31	-2.649	-3.29	-6.86	-3.15	0.00576	0.00007	0.00688	-1	-1	0	11682	Alk	chr17
5.76	0.198	-0.121	-0.319	0	0	0	0.98802	0.99368	0.98005	0	0	0	383295	Ypel5	chr17
5.3	3.189	2.223	-0.966	10.86	6.41	0	0	0.00011	0.56862	1	1	0	77889	Lbh	chr17
4.92	1.101	1.12	0.02	0.62	0.75	0	0.27542	0.23644	0.99997	0	0	0	225010	Lclat1	chr17
-2.43	6.025	6.176	0.151	7.63	7.99	0	0.00003	0.00002	0.93681	1	1	0	71685	Galnt14	chr17
4.26	-0.863	1.106	1.969	0	0.27	2.59	0.64192	0.39844	0.01611	0	0	0	57440	Ehd3	chr17
7.45	-4.062	-1.573	2.489	-8.78	-1.7	4.57	0.00001	0.06439	0.00093	-1	0	1	22436	Xdh	chr17
5.69	0.015	-1.073	-1.087	0	-0.5	-0.63	0.99999	0.31534	0.27292	0	0	0	76890	Memo1	chr17
4.27	0.471	0.122	-0.349	0	0	0	0.99599	0.99987	0.99898	0	0	0	66310	Dpy30	chr17
3.44	-0.785	-0.853	-0.068	0	0	0	0.91999	0.84381	0.99997	0	0	0	668773	Gm9349	NA
5.44	-0.186	-0.051	0.135	0	0	0	0.99989	0.99998	0.99996	0	0	0	50850	Spast	chr17
3.69	-0.343	-0.483	-0.14	0	0	0	0.9973	0.99199	0.99966	0	0	0	210148	Slc30a6	chr17
5.83	-0.248	-0.524	-0.276	0	0	0	0.99993	0.99867	0.99994	0	0	0	67864	Yipf4	chr17
8.41	0.004	-0.108	-0.113	0	0	0	1	0.99993	0.99996	0	0	0	12211	Birc6	chr17
4.87	0.18	0.307	0.126	0	0	0	0.99904	0.99741	0.99955	0	0	0	74196	Ttc27	chr17
6.08	-1.71	-1.845	-0.135	-3.08	-3.66	0	0.00756	0.00323	0.99846	-1	-1	0	268977	Ltbp1	chr17
0.03	0.101	1.223	1.121	0	0.43	0.24	0.97595	0.33958	0.41001	0	0	0	240168	Rasgrp3	chr17
5.12	0.4	0.792	0.392	0	0	0	0.99433	0.85517	0.9955	0	0	0	72722	Fam98a	chr17
6.85	1.047	0.902	-0.145	0.42	0	0	0.34281	0.79747	0.99999	0	0	0	50766	Crim1	chr17
3.52	0.596	-0.064	-0.66	0	0	0	0.97818	0.99989	0.96533	0	0	0	225020	Fez2	chr17
5.3	-0.887	-0.338	0.55	0	0	0	0.764	0.99889	0.9937	0	0	0	268980	Strn	chr17
5.27	0.492	0.266	-0.226	0	0	0	0.99651	0.99963	0.9998	0	0	0	320473	Heatr5b	chr17
3.62	0.412	-0.351	-0.763	0	0	0	0.99616	0.99842	0.91414	0	0	0	53951	Gpatch11	chr17
8.57	-0.719	-0.484	0.235	0	0	0	0.9727	0.99833	0.99992	0	0	0	625054	Gm6548	chr17
5.2	-0.382	-0.36	0.022	0	0	0	0.99587	0.9967	0.99995	0	0	0	19106	Eif2ak2	chr17
1.64	-0.959	-1.47	-0.511	0	-2.26	0	0.57191	0.02706	0.98184	0	0	0	68554	Cebpzos	chr17
6.15	0.185	0.589	0.404	0	0	0	0.99936	0.97881	0.99718	0	0	0	12607	Cebpz	chr17
3.51	0.32	-0.121	-0.441	0	0	0	0.99869	0.99984	0.99686	0	0	0	73694	Ndufaf7	chr17
6.41	-0.401	-0.37	0.031	0	0	0	0.99963	0.99973	1	0	0	0	75292	Prkd3	chr17
1.93	-3.455	-2.74	0.715	-8.09	-5.67	0	0.00002	0.00024	0.87215	-1	-1	0	70536	Qpct	chr17
5.74	-0.009	1.201	1.21	0	0.75	0.83	0.99974	0.23884	0.2163	0	0	0	260409	Cdc42ep3	chr17
2.08	1.762	3.114	1.352	4.26	10.59	1.71	0.0014	0	0.06272	1	1	0	381110	Rmdn2	chr17
5.52	2.123	3.246	1.122	3.27	6.4	0.38	0.00573	0.00011	0.35789	1	1	0	13078	Cyp1b1	chr17
6.7	0.172	0.438	0.266	0	0	0	0.99995	0.99929	0.99993	0	0	0	56298	Atl2	chr17
6.19	0.762	0.732	-0.03	0	0	0	0.93679	0.95465	0.99999	0	0	0	72692	Hnrnpll	chr17
3.62	-1.711	-1.216	0.495	-5.57	-1.68	0	0.00027	0.0656	0.99882	-1	0	0	319625	Galm	chr17
7.79	0.222	0.592	0.37	0	0	0	0.99985	0.99345	0.99966	0	0	0	225027	Srsf7	chr17
1.57	1.71	1.377	-0.333	2.92	1.67	0	0.0097	0.06733	0.98623	1	0	0	67242	Gemin6	chr17
5.17	-0.126	0.298	0.424	0	0	0	0.99989	0.99944	0.99861	0	0	0	106794	Dhx57	chr17
1.89	-0.34	-0.616	-0.276	0	0	0	0.99585	0.96576	0.99822	0	0	0	378462	Morn2	chr17
5.93	0.16	0.408	0.248	0	0	0	0.9999	0.99899	0.99985	0	0	0	20662	Sos1	chr17
6.8	0.391	-0.142	-0.533	0	0	0	0.99907	0.99991	0.99725	0	0	0	225028	Map4k3	chr17
1.28	0.278	0.006	-0.272	0	0	0	0.97787	0.99971	0.98074	0	0	0	72167	Thumpd2	chr17
1.2	6.014	6.832	0.818	12.47	14.18	0	0	0	0.64924	1	1	0	20541	Slc8a1	chr17
2.51	1.896	1.415	-0.481	4.62	2.31	0	0.00087	0.02505	0.98479	1	0	0	625514	Gm6594	NA
2.06	0.759	0.413	-0.346	0	0	0	0.85548	0.99036	0.99299	0	0	0	106522	Pkdcc	chr17
5.56	0.287	0.088	-0.199	0	0	0	0.98678	0.9974	0.99436	0	0	0	78798	Eml4	chr17
6.41	-0.377	-0.416	-0.038	0	0	0	0.99948	0.99923	0.99999	0	0	0	20463	Cox7a2l	chr17
5.65	-0.873	-1.206	-0.334	0	-1.49	0	0.80741	0.08686	0.99957	0	0	0	116871	Mta3	chr17
9.5	-0.437	1.188	1.625	0	0.94	3.42	0.98777	0.18713	0.00459	0	0	0	12193	Zfp36l2	chr17
5.68	-0.344	-0.042	0.303	0	0	0	0.99914	0.99997	0.99959	0	0	0	240174	Thada	chr17
6.66	0.325	1.349	1.023	0	1.83	0.13	0.99626	0.05227	0.44906	0	0	0	213556	Plekhh2	chr17
3.85	1.349	1.29	-0.059	1.94	1.65	0	0.04409	0.06858	0.99978	0	0	0	213575	Dync2li1	chr17
-2.27	6.148	7.846	1.699	6.77	8.55	0.78	0.00008	0.00002	0.23844	1	1	0	27409	Abcg5	chr17
6.06	0.132	0.081	-0.051	0	0	0	0.99993	0.99996	0.99999	0	0	0	72416	Lrpprc	chr17
5.91	0.103	0.37	0.266	0	0	0	0.99996	0.99948	0.99987	0	0	0	19043	Ppm1b	chr17
5.16	0.665	0.064	-0.602	0	0	0	0.98682	0.99998	0.9954	0	0	0	213760	Prepl	chr17
2.3	-0.126	-0.008	0.118	0	0	0	0.99946	0.99997	0.99958	0	0	0	73582	Camkmt	chr17
4.97	-0.034	-0.109	-0.074	0	0	0	0.99997	0.99992	0.99996	0	0	0	78586	Srbd1	chr17
4.44	-0.002	-1.321	-1.319	0	-2.21	-2.24	1	0.02899	0.02774	0	0	0	18754	Prkce	chr17
6.79	1.183	2.454	1.271	0.9	7.12	1.45	0.19618	0.00005	0.09288	0	1	0	13819	Epas1	chr17
7.47	-0.618	0.788	1.406	0	0	1.45	0.87743	0.74813	0.09248	0	0	0	104215	Rhoq	chr17
1.83	-1.587	1.135	2.722	-1.61	0.31	4.33	0.07313	0.38162	0.00129	0	0	1	100503570	NA	NA
2.58	0.721	0.713	-0.008	0	0	0	0.89321	0.90444	0.99994	0	0	0	18701	Pigf	chr17
4.63	-0.165	-0.361	-0.197	0	0	0	0.99994	0.99963	0.99994	0	0	0	56724	Cript	chr17
6.92	0.51	0.486	-0.025	0	0	0	0.9713	0.97574	0.99982	0	0	0	56468	Socs5	chr17
6.61	-0.41	0.096	0.506	0	0	0	0.99958	0.99998	0.9992	0	0	0	193813	Mcfd2	chr17
0.28	-0.019	0.821	0.84	0	0	0	0.99945	0.73255	0.71296	0	0	0	74597	4833418N02Rik	chr17
5.7	-0.918	0.165	1.082	0	0	0.49	0.67257	0.99928	0.31813	0	0	0	225049	Ttc7	chr17
8.55	0.8	0.977	0.177	0	0	0	0.93712	0.57557	0.99997	0	0	0	12314	Calm2	chr17
10.5	-2.207	-2.019	0.187	-6.8	-5.73	0	0.00007	0.00023	0.99937	-1	-1	0	17075	Epcam	chr17
5.61	0.386	-0.103	-0.489	0	0	0	0.99868	0.99992	0.99741	0	0	0	17685	Msh2	chr17
5.05	1.633	1.352	-0.281	3.57	2.04	0	0.00368	0.03799	0.99851	1	0	0	17688	Msh6	chr17
6.74	0.475	1.037	0.562	0	0.18	0	0.98178	0.43208	0.97349	0	0	0	225055	Fbxo11	chr17
5.82	-0.21	0.232	0.442	0	0	0	0.99452	0.99353	0.97923	0	0	0	14236	Foxn2	chr17
4.84	0.009	-0.127	-0.136	0	0	0	0.99998	0.99976	0.99979	0	0	0	73825	Ppp1r21	chr17
4.64	1.643	0.338	-1.304	3.44	0	-1.7	0.00448	0.99747	0.06357	1	0	0	77057	Ston1	chr17
-1.22	2.631	4.11	1.479	5.24	8.82	1.28	0.0004	0.00001	0.11772	1	1	0	18189	Nrxn1	chr17
2.12	0.634	0.125	-0.509	0	0	0	0.95785	0.99958	0.98677	0	0	0	76781	Mettl4	chr17
0.79	1.642	2.065	0.423	1.54	2.54	0	0.0812	0.01756	0.88914	0	0	0	77022	2700099C18Rik	chr17
1.71	0.396	0.179	-0.217	0	0	0	0.99405	0.99921	0.99874	0	0	0	100038746	Gm1976	chr17
-0.13	-1.472	-1.127	0.345	-1.47	-0.4	0	0.08946	0.35097	0.97461	0	0	0	100044193	Gm20939	chr17
6.24	-1.385	-0.348	1.036	-1.39	0	0.14	0.10062	0.97748	0.44573	0	0	0	12916	Crem	chr18
0.19	-0.539	1.188	1.727	0	0.32	1.28	0.80338	0.3814	0.11831	0	0	0	633947	Gm6225	chr18
5.43	-0.204	0.22	0.424	0	0	0	0.99715	0.99673	0.98838	0	0	0	71745	Cul2	chr18
4.14	1.154	2.683	1.529	0.53	5.31	1.69	0.30614	0.00037	0.0652	0	1	0	68010	Bambi	chr18
4.52	-1.279	-0.65	0.629	-1.02	0	0	0.16929	0.87946	0.90826	0	0	0	26410	Map3k8	chr18
0.11	0.462	0.372	-0.09	0	0	0	0.93407	0.96154	0.99409	0	0	0	73915	4833419F23Rik	chr18
5.15	-0.557	-0.685	-0.129	0	0	0	0.97979	0.94104	0.99963	0	0	0	67440	Mtpap	chr18
5.11	0.435	0.245	-0.189	0	0	0	0.99429	0.99894	0.99944	0	0	0	240185	9430020K01Rik	chr18
8.63	0.544	-0.648	-1.191	0	0	-1.01	0.97226	0.93534	0.17126	0	0	0	225115	Svil	chr18
1.69	-0.656	-0.455	0.202	0	0	0	0.839	0.93572	0.98605	0	0	0	240186	Zfp438	chr18
1.23	-0.234	0.917	1.151	0	0	0.38	0.96598	0.58039	0.35562	0	0	0	21417	Zeb1	chr18
5.24	-0.897	-0.74	0.156	0	0	0	0.76526	0.9537	0.99993	0	0	0	75415	Arhgap12	chr18
8.09	-0.095	-0.027	0.068	0	0	0	0.99859	0.99961	0.99938	0	0	0	16573	Kif5b	chr18
6.47	-0.428	-0.031	0.397	0	0	0	0.99856	0.99998	0.99931	0	0	0	13831	Epc1	chr18
7.73	0.188	-0.079	-0.267	0	0	0	0.99977	0.99992	0.99972	0	0	0	19330	Rab18	chr18
2.05	-0.341	2.245	2.586	0	4.12	5.45	0.98692	0.00169	0.00031	0	1	1	210719	Mkx	chr18
5.68	-0.819	-1.005	-0.186	0	-0.04	0	0.87277	0.48627	0.99984	0	0	0	75739	Mpp7	chr18
7.18	-0.21	0.291	0.501	0	0	0	0.99945	0.9989	0.99508	0	0	0	225131	Wac	chr18
3.47	0.98	1.615	0.635	0	1.61	0	0.52128	0.0728	0.81567	0	0	0	14370	Fzd8	chr18
6.53	-0.718	-0.122	0.596	0	0	0	0.98385	0.99998	0.99796	0	0	0	67974	Ccny	chr18
1.04	-0.627	0.9	1.527	0	0	1.36	0.82666	0.59566	0.10627	0	0	0	140792	Colec12	chr18
5.6	-0.056	0.303	0.36	0	0	0	0.99824	0.98486	0.98276	0	0	0	225160	Thoc1	chr18
6.03	0.262	0.426	0.164	0	0	0	0.99962	0.99826	0.9999	0	0	0	59025	Usp14	chr18
7.06	0.082	0.339	0.257	0	0	0	0.9983	0.98672	0.99475	0	0	0	19877	Rock1	chr18
2.13	-0.613	-1.037	-0.424	0	-0.2	0	0.96185	0.42232	0.9945	0	0	0	381157	Greb1l	chr18
4.96	-0.732	-0.326	0.406	0	0	0	0.79213	0.96944	0.96097	0	0	0	77805	Esco1	chr18
4.63	0.349	0.437	0.088	0	0	0	0.99865	0.99712	0.99991	0	0	0	20641	Snrpd1	chr18
2.34	0.843	1.525	0.682	0	3.06	0	0.81197	0.00779	0.94606	0	1	0	106861	Abhd3	chr18
6.13	0.222	0.733	0.511	0	0	0	0.99821	0.89778	0.98667	0	0	0	225164	Mib1	chr18
5.41	1.056	1.758	0.703	0.33	4.45	0	0.37467	0.00109	0.94654	0	1	0	225182	Rbbp8	chr18
3.09	1.163	1.881	0.718	0.53	2.76	0	0.30632	0.01247	0.79377	0	0	0	63955	Cables1	chr18
1.73	-1.133	-1.413	-0.28	-0.55	-1.76	0	0.29834	0.05851	0.99492	0	0	0	338363	Tmem241	chr18
7.42	-1.313	-1.247	0.066	-1.76	-1.38	0	0.05829	0.10221	0.99985	0	0	0	66878	Riok3	chr18
4.82	-0.128	0.253	0.381	0	0	0	0.99847	0.99576	0.99102	0	0	0	76482	3110002H16Rik	chr18
6.31	0.104	0.477	0.373	0	0	0	0.99992	0.9972	0.99935	0	0	0	18145	Npc1	chr18
1.56	3.138	2.995	-0.143	7.56	7.42	0	0.00003	0.00004	0.99145	1	1	0	225187	Ankrd29	chr18
7.45	3.744	4.205	0.461	11.99	13.99	0	0	0	0.98655	1	1	0	16774	Lama3	chr18
2.97	3.26	2.063	-1.197	11.77	6.49	-1.02	0	0.0001	0.16908	1	1	0	72747	Ttc39c	chr18
0.77	0.044	0.868	0.824	0	0	0	0.99783	0.66114	0.71071	0	0	0	71132	Cabyr	chr18
5.24	-1.275	0.067	1.342	-2.01	0	2.62	0.03951	0.99995	0.01537	0	0	0	64291	Osbpl1a	chr18
4.5	0.245	0.61	0.365	0	0	0	0.99777	0.96034	0.99506	0	0	0	16210	Impact	chr18
3.7	0.359	1.254	0.895	0	1.05	0	0.9882	0.16139	0.66563	0	0	0	225207	Zfp521	chr18
6.57	0.615	0.883	0.267	0	0	0	0.99323	0.81786	0.99991	0	0	0	268996	Ss18	chr18
6.91	0.846	1.821	0.975	0	3.2	0	0.71805	0.00636	0.54147	0	1	0	72504	Taf4b	chr18
6.18	0.9	1.153	0.254	0	1.12	0	0.75722	0.1477	0.99981	0	0	0	106931	Kctd1	chr18
0.53	3.171	2.917	-0.254	4.61	4.33	0	0.00089	0.00129	0.92981	1	1	0	71367	Chst9	chr18
1.68	4.985	4.877	-0.108	8.1	8.67	0	0.00002	0.00001	0.96925	1	1	0	12558	Cdh2	chr18
2.03	8.092	4.539	-3.553	8.78	6.2	-3.14	0.00001	0.00014	0.00723	1	1	0	13507	Dsc3	chr18
5.22	-0.334	-1.834	-1.5	0	-4.22	-2.65	0.99427	0.00147	0.01459	0	-1	0	13506	Dsc2	chr18
-1.96	6.253	3.348	-2.905	10.53	5.14	-3.6	0	0.00046	0.00355	1	1	0	13505	Dsc1	chr18
0.89	6.256	3.734	-2.522	5.14	3.33	-1.44	0.00051	0.00543	0.09996	1	1	0	13512	Dsg3	chr18
8.15	-1.414	-0.953	0.461	-3.74	0	0	0.0029	0.65813	0.99958	-1	0	0	13511	Dsg2	chr18
3.81	2.365	3.84	1.475	4.71	8.85	1.47	0.00078	0.00001	0.09021	1	1	0	56386	B4galt6	chr18
6.38	-1.233	-0.528	0.705	-1.83	0	0	0.05214	0.99707	0.98124	0	0	0	75964	Trappc8	chr18
4.32	-5.599	-3.256	2.343	-14.58	-7.04	5.48	0	0.00006	0.0003	-1	-1	1	67664	Rnf125	chr18
5.44	-0.967	-0.239	0.727	0	0	0	0.57601	0.99901	0.9376	0	0	0	56515	Rnf138	chr18
3.76	-2.018	-0.563	1.455	-4.91	0	2.32	0.0006	0.96056	0.02444	-1	0	0	381126	Garem	chr18
-0.24	5.558	6.634	1.077	9.49	11.21	0.14	0.00001	0	0.45096	1	1	0	211961	Asxl3	chr18
3.38	0.298	1.392	1.095	0	2.03	0.5	0.99752	0.03843	0.31634	0	0	0	13527	Dtna	chr18
5.64	1.074	-0.858	-1.932	0.36	0	-4.79	0.36528	0.75243	0.0007	0	0	-1	212307	Mapre2	chr18
5.22	-0.497	-0.03	0.467	0	0	0	0.96405	0.99941	0.97528	0	0	0	69256	Zfp397	chr18
1.41	-0.068	0.528	0.596	0	0	0	0.99954	0.97601	0.96094	0	0	0	328918	Zscan30	NA
4.1	-0.43	-0.196	0.234	0	0	0	0.98894	0.99821	0.99801	0	0	0	22694	Zfp35	chr18
5.74	-0.158	0.127	0.285	0	0	0	0.99892	0.99919	0.99777	0	0	0	59057	Zfp24	chr18
4.51	-1.217	-1.259	-0.042	-1.47	-1.77	0	0.09019	0.05736	0.99998	0	0	0	225280	Ino80c	chr18
6.34	-0.296	-0.385	-0.089	0	0	0	0.99978	0.99947	0.99998	0	0	0	14423	Galnt1	chr18
2.56	-0.436	-0.448	-0.012	0	0	0	0.99642	0.99638	0.99999	0	0	0	68046	2700062C07Rik	chr18
3.91	0.642	0.59	-0.052	0	0	0	0.98169	0.99061	0.99996	0	0	0	225283	Rprd1a	chr18
5.83	0.984	0.928	-0.056	0	0	0	0.55071	0.71391	0.99999	0	0	0	106957	Slc39a6	chr18
5.78	0.296	0.037	-0.258	0	0	0	0.99978	0.99999	0.9999	0	0	0	58523	Elp2	chr18
3.26	-1.676	-0.681	0.995	-4.2	0	0	0.00152	0.95445	0.51377	-1	0	0	68591	Mocos	chr18
5.1	3.377	4.499	1.122	7.85	10.95	0.39	0.00003	0	0.35212	1	1	0	225288	Fhod3	chr18
2.76	2.22	2.429	0.209	6.79	8.07	0	0.00007	0.00002	0.99851	1	1	0	66648	Tpgs2	chr18
4.01	0.529	0.774	0.246	0	0	0	0.99267	0.91301	0.99949	0	0	0	225289	AW554918	chr18
3.09	-0.488	-2.082	-1.594	0	-6.8	-3.87	0.99088	0.00007	0.00238	0	-1	0	108013	Celf4	chr18
4.48	-0.698	-0.953	-0.255	0	0	0	0.90193	0.58602	0.99732	0	0	0	225326	Pik3c3	chr18
4.89	-0.333	-0.506	-0.173	0	0	0	0.99971	0.99834	0.99996	0	0	0	67453	Slc25a46	chr18
5.82	0.284	0.41	0.126	0	0	0	0.99986	0.99951	0.99998	0	0	0	269003	Sap130	chr18
7.03	-0.405	0.13	0.535	0	0	0	0.99844	0.99988	0.9961	0	0	0	225339	Ammecr1l	chr18
4.76	0.693	0.659	-0.034	0	0	0	0.94386	0.96058	0.99992	0	0	0	69241	Polr2d	chr18
6.54	-0.062	0.189	0.251	0	0	0	0.99997	0.99989	0.99988	0	0	0	74320	Wdr33	chr18
2.6	0.395	0.171	-0.224	0	0	0	0.99686	0.99964	0.99936	0	0	0	67158	Sft2d3	chr18
0.39	2.686	2.793	0.107	3.27	3.6	0	0.00573	0.00355	0.9672	1	1	0	225341	Lims2	chr18
6.47	-0.273	0.109	0.382	0	0	0	0.99726	0.99933	0.99551	0	0	0	73473	Iws1	chr18
1.12	-3.924	-6.619	-2.695	-5.29	-10.47	-5.18	0.00039	0	0.00043	-1	-1	-1	19123	Proc	chr18
7.82	-0.03	0.236	0.266	0	0	0	0.99702	0.97166	0.9746	0	0	0	26405	Map3k2	chr18
4.91	-0.088	-0.243	-0.154	0	0	0	0.99999	0.99994	0.99998	0	0	0	13872	Ercc3	chr18
5.28	-1.002	0.121	1.123	-0.01	0	0.75	0.49541	0.99959	0.23692	0	0	0	30948	Bin1	chr18
-0.05	3.329	4.611	1.281	6.21	8.77	0.63	0.00013	0.00001	0.27356	1	1	0	71683	Gypc	chr18
5.86	-0.267	0.124	0.391	0	0	0	0.99986	0.99997	0.99969	0	0	0	225348	Wdr36	chr18
1.92	5.302	7.455	2.153	10.19	12.25	2.1	0	0	0.03495	1	1	0	12326	Camk4	chr18
2.85	0.137	1.34	1.203	0	1.59	0.96	0.99895	0.07545	0.18217	0	0	0	170459	Stard4	chr18
5.68	1.961	3.164	1.203	3.45	7.52	0.75	0.00441	0.00004	0.23792	1	1	0	27528	Nrep	chr18
3.99	-1.908	-0.806	1.102	-5.22	0	0.63	0.00041	0.8457	0.27163	-1	0	0	69749	Epb41l4aos	chr18
5.45	-0.371	0.335	0.706	0	0	0	0.9893	0.99146	0.90012	0	0	0	13824	Epb41l4a	chr18
