"Term","Count","Box.Office","Critic.Score"
"nate",1,31,6
"nathan",1,62.3,66
"nation",12,51.84,43.17
"national",20,15.96,53.4
"nationalities",1,0.4,16
"nations",4,82.18,58
"native",6,24.94,30.5
"natives",1,100.2,44
"natural",4,68.78,43.25
"naturally",1,7,2
"nature",9,14.22,62.67
"natured",1,126.2,22
"natures",1,0.5,80
"naughties",1,71,14
"naughton",1,148.2,72
"naughty",1,143.1,63
"navajo",1,40.5,32
"naval",2,16.5,47.5
"navigate",3,139.07,53
"navigates",4,3.71,53
"navigating",2,10.72,64
"navigation",1,31,6
"navigator",1,58.8,37
"navy",9,95.74,55.44
"naylor",1,24.6,86
"nazareth",1,370.2,49
"nazi",9,51.67,66.56
"nazis",3,20.53,73
"nba",5,19.82,46.4
"nbc",1,0.3,80
"ncaa",1,0.03,67
"ndour",1,0.03,83
"ne",1,47.1,73
"nealy",1,0.06,46
"near",24,46.7,56.29
"nearby",3,22.41,62.33
"nearer",1,27.7,36
"nearly",10,62.29,60.3
"nears",1,6.6,55
"nebraska",3,40.23,75
"necessarily",1,268.5,78
"necessary",1,0.03,75
"necromongers",1,56.8,29
"neddie",2,0,0
"need",11,48.83,52.55
"needed",3,28.03,63.33
"neediness",1,22.4,40
"needlessly",1,85.1,38
"needs",10,32.39,42.1
"needy",1,74.2,3
"nefarious",4,31.95,25.25
"neglect",1,317.6,80
"neglected",2,60.2,54
"negotiate",1,43.1,37
"negotiations",1,88.4,86
"negotiator",2,32.9,37.5
"neighbor",14,44.25,65.64
"neighborhood",21,14.96,39.81
"neighboring",1,99.8,55
"neighbors",5,52.44,38.4
"neil",3,0.47,59.33
"neill",1,33,84
"neither",4,11.78,53.75
"nell",1,15.2,16
"nelson",3,52.93,53.33
"nemesis",4,117.15,64.75
"neo",4,185.38,54.5
"nephew",10,47.8,48.1
"nephi",1,1.1,17
"neptune",1,85.4,68
"nerds",1,9.4,25
"nerdy",2,125.2,49.5
"nerfhoffer",1,0,0
"net",2,27.1,48.5
"nets",1,11.5,5
"network",6,3.8,46.17
"networking",1,96.9,96
"networks",1,0.02,90
"neurotic",1,143.1,63
"nevada",3,34.07,32
"never",33,31.05,45.7
"nevertheless",1,46.4,78
"new",339,43.25,49.96
"newbie",1,16,40
"newborn",6,36.2,76
"newcastle",1,4.2,44
"newcomer",3,36.1,76.33
"newest",3,228.8,54.33
"newfound",3,119.5,52.33
"newfoundland",1,11.4,55
"newly",20,75.04,41.2
"newlywed",7,23.18,33.43
"newlyweds",4,156.6,35
"news",11,23.65,38.64
"newsman",2,105.7,70.5
"newspaper",2,8.9,71
"newsroom",1,1.1,79
"next",28,34.94,50.04
"nexus",1,6.3,13
"nfl",5,92.28,57.6
"nguyen",1,0.7,52
"niall",1,28.9,63
"nic",2,4.7,58
"nicaragua",1,2.4,77
"nice",2,3.75,70.5
"nicholas",3,22.3,70
"nick",15,24.38,39
"nickle",1,28.1,63
"nickname",1,21.8,54
"nicky",2,46.15,39
"nicoli",1,17,74
"niece",7,35.7,32.43
"nieces",2,47.6,14.5
"nigel",1,131.5,48
"nigerian",2,21.75,63
"night",49,33.8,37.39
"nightclub",3,11.01,32.33
"nightclubs",1,3.3,96
"nightly",2,53.98,57
"nightmare",5,37.63,38.8
"nightmares",2,12.6,10.5
"nightmarish",2,90.85,49.5
"nights",2,16.65,54
"nightstalkers",1,52.4,26
"niki",1,26.9,89
"nina",2,6.4,30.5
"nine",6,8.95,69.67
"nineteen",3,111.3,37.33
"nineteenth",1,1.3,21
"ninja",2,38.1,26
"ninth",1,29,7
"nissan",1,0.2,70
"nitta",1,57,35
"nixon",1,18.6,92
"noah",2,3.7,26
"nobbs",1,3,56
"nobel",1,0.3,25
"nobility",1,47.4,25
"nobleman",1,127.7,97
"noblewoman",1,23,9
"nobodies",1,0,0
"nobody",3,51.93,52.33
"noguchi",1,0.05,42
"nohrin",1,0.5,12
"nominated",1,0.1,48
"non",7,41.8,32.29
"none",2,5.75,38.5
"noni",1,14.6,81
"nora",5,19.46,33.4
"norah",1,31.5,74
"noriko",2,0.2,96
"normal",10,61.7,47.5
"normalcy",1,0.06,8
"normandy",1,36.9,29
"norms",2,0.7,28.5
"norsemen",1,10.2,11
"north",20,45.24,47.5
"northern",4,64.55,80.25
"northwest",1,0.6,38
"norton",1,12.8,14
"norway",2,1.15,55.5
"norwegian",1,1.3,85
"nosferatu",1,7.5,81
"nostalgic",2,28.4,66.5
"nosy",1,1.7,39
"notch",1,0.02,0
"note",2,0.45,67
"notebooks",1,0.06,44
"noted",1,16.9,5
"notes",3,1.43,67.67
"nothing",10,13.84,42.2
"noticed",1,5.1,8
"notices",1,30.1,14
"notion",1,0.5,51
"notions",1,0.06,70
"notorious",16,57.74,58.38
"notoriously",1,57,33
"novel",16,28.33,47.38
"novelist",8,2.28,58.63
"novels",3,38.86,67.67
"novelty",1,17.8,79
"november",2,8,33.5
"novice",1,215.4,87
"now",38,57.25,49.97
"nowhere",1,16,88
"nowinski",1,0.01,88
"noxious",1,17.2,48
"nuclear",10,46.92,49.4
"nude",2,20.95,70.5
"nudged",1,17.8,79
"number",14,21.45,52.64
"numbers",2,40.1,36
"numerical",2,36.1,45
"numerous",1,0.6,87
"nun",1,0.1,36
"nuptials",1,26.6,63
"nurse",8,69.81,34.88
"nursing",1,15.8,94
"nurtured",1,39.4,12
"nurtures",1,44.2,25
"nut",1,64.2,10
"nyc",5,15.49,41.2
"nypd",2,29.85,27
"o",15,63.57,49.73
"oak",1,9.9,85
"oakland",1,75.6,95
"oaks",1,1,75
"obafemi",1,0.4,40
"obama",4,12.05,8.5
"obedient",1,22.8,50
"obese",1,215.4,87
"obesity",1,1.5,81
"obi",2,345.25,73.5
"object",3,70.97,62.67
"objective",1,31.3,37
"objectives",1,0.5,86
"objects",1,295,78
"obliges",1,0.07,86
"oblivious",1,33.6,9
"obnoxious",1,11.2,7
"obscenity",1,0.6,63
"observations",1,0.09,0
"observed",1,8.9,37
"obsessed",9,19.36,45.22
"obsession",12,18.47,36.83
"obsessive",1,0.03,71
"obsolete",1,101.8,72
"obstacle",1,23.8,92
"obstacles",3,6.03,67.67
"obtain",2,57.35,37.5
"obvious",2,27.3,39.5
"occupation",1,0.7,30
"occupied",4,50.48,52.75
"occupying",1,7.4,6
"occur",4,44.98,38.25
"occurred",3,3.87,46.67
"occurrences",3,88.87,63.67
"occurs",2,35.77,66.5
"ocean",11,63.63,61.82
"oceans",1,34.6,94
"octavius",3,211.27,70
"october",2,18,88
"octogenarian",1,33,53
"odd",3,61.63,44
"oddball",1,0.01,52
"odds",13,39.32,55.62
"odessa",2,45.95,59
"odette",1,107,87
"odie",2,75.3,15
"odile",1,107,87
"odin",1,15.5,64
"odyssey",2,204.53,39.5
"offbeat",4,56.5,78.25
"offender",1,5.3,80
"offenders",1,0,0
"offensive",2,11.6,24.5
"offer",7,12.91,26.14
"offered",3,35,52.33
"offers",6,29.62,53.33
"office",9,29.92,42.89
"officer",30,35.03,59.7
"officers",8,67.09,45.13
"official",5,69.86,63
"officials",3,156.2,64.33
"offing",1,57.9,79
"offs",1,31.5,74
"offshore",1,19.3,8
"offspring",1,42.7,20
"often",4,75.51,50.25
"ogre",1,267,88
"ogres",1,436.5,88
"oh",1,171.9,46
"oher",1,255.5,66
"ohio",5,15.45,41
"oil",8,28.9,86.38
"ois",1,15.1,12
"oklahoma",5,9.07,49.2
"oktoberfest",1,19,41
"olaf",2,59.9,78.5
"old",152,33.52,51.84
"older",14,26.46,62
"oldest",2,13.4,55
"olds",1,0.1,32
"oliveira",1,4.5,34
"oliver",2,11.15,63.5
"olivera",1,50.7,21
"olivier",2,14.6,83
"olympic",3,60.85,59
"olympics",2,17.51,57
"omar",2,0.5,38
"omen",1,54.6,27
"omens",1,28.1,3
"ominous",4,18.58,30.75
"omissions",1,14.4,8
"omnicorp",1,58.6,49
"one",226,42.46,49.76
"ones",2,125.15,65.5
"onetime",1,45.8,29
"ongoing",3,39.17,36.67
"online",9,12.35,42.67
"ono",1,2.6,99
"onslaught",2,80.9,46
"ontario",1,0.2,88
"onto",2,7.71,3.5
"oogieloves",1,1.1,27
"op",2,30.35,55.5
"open",8,73.54,51.63
"opened",2,0.25,12.5
"opening",7,50.51,66.29
"openly",1,31.7,94
"opens",3,29.8,40
"opera",1,0.09,63
"operate",1,11.6,20
"operated",1,0.05,80
"operates",1,148.3,44
"operating",3,58.61,43
"operation",8,77.28,43.75
"operational",1,119.8,70
"operations",3,23.62,62.67
"operationsdivision",1,0.6,34
"operative",9,28.16,44.67
"operatives",4,74.6,43.75
"operator",4,28.25,41.75
"opponent",1,39,71
"opportunistic",1,24.7,34
"opportunities",3,20,42
"opportunity",16,39.3,56.56
"oppose",2,155.35,54
"opposing",5,65.5,38.2
"opposite",6,24.98,30.17
"opposites",1,1.8,55
"opposition",2,18.75,7.5
"oppressed",2,30.25,50.5
"oppressive",2,25,48
"ops",4,38.18,50
"opt",1,0.1,36
"optimus",1,245.4,18
"opting",1,80.4,14
"option",1,35,40
"optional",1,109.2,11
"options",2,15.35,46.5
"opts",2,52.55,31
"orange",1,7.2,41
"orangutans",1,24.2,98
"orbit",1,274.1,97
"orbiting",1,14.8,66
"orbs",1,9.4,14
"orchestrate",1,13,18
"orchestrates",1,0.05,50
"orchid",2,26.85,58.5
"order",91,46.03,45.79
"ordered",3,64.67,38.67
"orders",4,209.35,51.5
"ordinary",5,89.55,70
"oregon",7,7.17,46.57
"organ",1,54.4,30
"organism",1,37.6,43
"organization",16,92.08,66
"organizations",1,14.4,8
"organize",1,7,88
"organized",6,79.82,40.33
"organizer",2,2.95,35
"organs",1,13.2,22
"orgy",1,0.1,32
"oriente",1,2.8,73
"origin",5,41.84,46
"original",12,68.66,53.17
"originally",1,0.2,67
"originated",1,11,55
"origins",8,43.3,44.5
"orin",1,51.4,32
"orlean",1,22.2,91
"orleans",6,9.85,50.17
"orphan",5,76.36,61
"orphanage",2,41.2,38.5
"orphaned",10,37.79,47.3
"orson",3,0.38,77
"orthodox",2,16.35,68
"osama",1,95.7,93
"oscar",3,6.35,57.33
"oscorp",1,202.9,53
"ostracized",1,8.8,61
"ostroff",2,0.4,34
"othello",1,15.5,64
"others",15,35.32,39
"otherwise",2,50.6,23.5
"otherworldly",2,58.35,43.5
"otis",1,72.6,22
"otter",1,0.01,60
"otto",1,373.4,94
"ouimet",1,15.3,63
"outbreak",2,15.95,54.5
"outburst",1,20.8,79
"outcast",2,19.75,65
"outcasts",1,26.1,10
"outed",1,1.1,74
"outer",2,35.85,49
"outgoing",2,46.65,29
"outgrown",1,0.8,64
"outing",1,0.02,40
"outlaw",7,23.67,58.14
"outlaws",1,0.1,86
"outlook",1,1.9,82
"outnumbered",1,85.8,77
"outpost",1,123.2,87
"outrageous",5,86.92,34.6
"outrun",1,38.1,53
"outside",11,29.25,49.27
"outsider",1,2.4,86
"outskirts",2,1.08,75.5
"outspoken",1,4.3,96
"outwit",1,186.8,59
"overachieving",1,45.6,13
"overbearing",2,10.85,90.5
"overboard",1,133.1,12
"overcame",2,28.95,71.5
"overcome",5,21.94,55.8
"overcomes",3,22.13,67.33
"overcoming",1,3.3,96
"overhears",1,72.5,56
"overlapping",1,0.09,49
"overly",1,218.1,84
"overnight",1,9.5,51
"overprivileged",1,6.5,43
"overprotective",2,96.95,28.5
"overreaction",1,0,0
"overrule",1,137.3,32
"overrun",2,44.05,23
"overseas",3,69.97,44
"oversees",1,0.3,55
"overshadow",1,62.3,25
"overshadowed",1,90.1,87
"overstaying",1,3.4,72
"overthrow",3,37.07,31
"overturned",1,7.5,84
"overweight",2,25.05,85.5
"overwhelming",3,28.8,82.33
"overworked",2,84,67
"owen",1,21.5,85
"owens",1,37.7,58
"owl",2,55.7,50
"owls",1,8.1,26
"owned",2,6.97,31.5
"owner",15,42.07,42.07
"owners",5,66.48,59.4
"owns",2,17.95,61.5
"oxford",1,4.5,46
"oyster",1,0.01,72
"oz",2,12.35,10
"ozark",1,6.5,94
"p",1,83.3,80
"pa",2,6.37,44.5
"pace",2,34.4,18
"paces",1,65.9,41
"pacha",1,87.3,85
"pacific",4,16.4,53.75
"pacifist",1,31.8,46
"pack",7,80.99,26.29
"package",5,7.04,37.4
"packages",1,25.2,53
"packing",1,63.2,25
"packs",2,15.1,13.5
"pact",3,56.6,60.67
"pacts",1,49.4,55
"padm",1,310.3,67
"padme",1,380.2,80
"page",4,0.75,59.5
"pageant",3,56.03,49.67
"paid",1,0.04,91
"paige",5,36.24,41.8
"pain",2,25.8,44
"paine",1,0.2,70
"painful",5,21.56,57
"painted",1,0.01,71
"painter",8,9.31,56.25
"painting",2,2,78.5
"paintings",1,217.5,25
"pair",25,32.2,56.72
"paired",4,71.28,62
"pairs",4,34.55,71.75
"pakistan",1,9.1,79
"pakistani",1,0.5,53
"pal",7,39.15,25.14
"palace",1,0.06,85
"paleoclimatologist",1,186.6,45
"palestinian",2,0.35,82.5
"palisades",1,16.2,63
"palm",1,20.4,21
"palmer",2,51.35,38.5
"palmyra",1,3,17
"pals",3,39.9,15.33
"pamela",1,128.4,91
"pan",3,87.03,72.67
"panama",2,39.8,64
"panda",1,215.4,87
"pandemic",2,101.25,65.5
"pandora",3,280.63,47.33
"panem",2,416.3,86.5
"panettiere",1,49.2,35
"panic",1,6.6,55
"panther",1,82.2,22
"panthers",1,60.6,81
"paolo",2,0.05,33
"papale",1,57.8,71
"paparazzi",1,0,80
"paper",2,16.35,64
"papers",1,7.5,62
"paradigm",1,0.08,0
"paradise",6,75.9,49.17
"parallel",1,70.1,42
"paralympic",1,1.3,98
"paralyzed",4,6.53,60
"paramilitary",1,73.1,51
"paranoia",1,3,90
"paranoid",1,0.3,39
"paranormal",9,69.85,36.22
"paraplegic",1,760.5,83
"parasitic",1,33.6,30
"parent",5,74.74,45.8
"parents",58,48.34,47.12
"paris",18,22.11,43.06
"parish",2,0.1,59.5
"park",15,133.72,52.47
"parked",1,45,18
"parker",4,242.98,71.75
"parkers",1,0.08,85
"parking",1,4,35
"parkinson",1,32.4,49
"parkland",1,0.7,49
"parliament",1,21.2,70
"parodies",1,1.9,82
"parole",4,38.1,54.5
"paroled",1,0.06,8
"parrot",1,0.01,30
"parrots",1,2.7,95
"part",22,39.2,53.09
"participant",1,58.9,78
"participants",1,47.3,39
"participate",3,4.87,64
"participated",1,1.6,4
"participation",2,54.95,42.5
"particular",3,76.2,38
"particularly",3,27.57,48.67
"partner",13,61.98,46.31
"partners",8,26.74,41.88
"partnership",2,26.42,86
"parts",3,49.1,68.33
"party",30,50.01,49.63
"partying",3,22,59
"pas",1,0.1,37
"paskowitz",1,0.2,98
"pass",4,53.5,52.75
"passage",2,0.3,46
"passed",4,12.31,61.5
"passenger",2,22,16
"passengers",4,70.6,69.75
"passes",4,102.35,52.25
"passing",5,13.01,52.2
"passion",11,8.81,60.27
"passionada",1,0.5,58
"passionate",3,5.6,48.67
"passionless",1,1.8,71
"passions",1,0.4,26
"passive",1,74.2,3
"passover",1,0.4,42
"passport",1,28.5,12
"past",63,41.02,39.87
"pastor",4,3.43,45.5
"pastors",1,0.4,40
"pastrana",1,3.4,6
"pastry",1,169.1,90
"pasts",1,0.3,61
"pat",3,88.33,92.33
"patch",1,1.4,20
"patel",2,17.52,68.5
"path",9,43.6,51.44
"pathos",1,0.3,69
"paths",9,31.67,56.11
"pathway",1,0.1,86
"patient",8,18.16,41.63
"patients",4,15.2,39
"patriarch",7,31.11,35.43
"patricia",1,9.8,80
"patrick",1,21.7,13
"patrol",2,104.85,41
"patrolled",1,31.6,31
"patrolling",1,0.03,78
"patrons",1,59.8,22
"patterson",1,134.5,19
"paul",10,13.89,56.4
"pauline",1,1.9,52
"paw",1,50.8,65
"pawn",1,3.6,67
"pawns",1,251.5,81
"paxton",1,16.3,80
"pay",9,31.54,21.11
"payback",2,14.2,79.5
"paycheck",1,85,65
"paying",3,2.2,59.67
"payment",1,3.8,72
"payments",1,13.2,22
"pays",4,8.94,34.25
"pazuzu",4,21,20.5
"peabody",1,0.3,76
"peace",12,73.44,50.42
"peaceful",7,19.46,40.71
"peacekeeper",1,1.1,74
"peacekeeping",1,454.2,74
"peaches",2,0.2,17
"peacock",1,165.2,81
"peak",1,11.4,22
"peaked",1,0.03,48
"peaks",1,0.2,55
"pearce",1,127.1,36
"pearl",2,103.45,52
"peasant",2,27.95,51
"peck",1,0.3,86
"pecking",1,34,72
"peculiar",1,4.6,76
"pedlar",1,0.08,79
"pedophile",1,1,68
"peebles",1,0.3,91
"peeing",1,37,25
"peek",1,0.01,12
"peep",1,24,51
"peeples",1,9.1,37
"peer",2,44.7,84
"peers",3,51.4,44
"peet",1,16.2,4
"peeta",2,380.85,77
"pekar",1,6,94
"pemberton",1,0.2,18
"pen",1,82.1,78
"penalty",1,7.3,15
"penchant",2,0.06,33
"pending",1,45.4,26
"penetrate",1,0.4,75
"penguin",2,128.4,76.5
"penguins",4,134.15,68
"penleric",1,1.6,74
"penned",1,4.5,46
"penniless",1,3,21
"pennsylvania",3,12.1,53.33
"penny",1,59.7,64
"pentagon",1,0.3,73
"pentameter",1,0.2,52
"penthouse",1,64.5,72
"people",60,34.45,44.58
"percent",1,79.2,70
"percentage",1,0.05,0
"perception",2,9.1,34
"perceptions",1,12.4,55
"peregrym",1,26.9,31
"perennial",1,0.03,0
"perez",1,63.3,17
"perfect",27,28.53,45.52
"perfectly",1,43.5,77
"perform",6,50,52.33
"performance",10,25.1,60.5
"performances",6,34.93,54
"performed",1,2.6,100
"performer",6,35.97,61.17
"performers",1,1.6,63
"performing",6,28.18,34.83
"perhaps",1,0.07,86
"peril",1,1.1,79
"perilous",3,21.7,55.33
"period",4,46.9,47.75
"perished",1,0.2,61
"perkins",2,62.1,83.5
"perky",1,7.1,81
"permanently",2,59.3,59.5
"permian",1,60.6,81
"perpetual",1,0.05,0
"perry",5,14.22,67
"perseus",2,123.4,26.5
"persia",1,13.4,19
"persian",2,106.6,42
"persians",1,210.6,60
"persistent",1,15.6,18
"person",10,77.13,41.4
"personal",39,36.74,50.08
"personalities",3,0.64,54.33
"personality",1,4.4,82
"personally",2,35.55,83
"personals",2,21.95,41.5
"personas",1,40.2,9
"persons",1,28.1,4
"perspective",6,15.77,69.33
"perspectives",2,36.17,46
"persuades",2,30.01,41
"persuading",1,0.01,48
"pertaining",1,20.8,31
"peruvian",2,2.75,48.5
"pest",1,0.06,46
"pet",4,70.05,65.75
"pete",4,19.28,50.25
"peter",9,145.12,69.56
"petey",1,4.4,82
"petit",1,2.6,100
"petri",1,0.02,24
"pettigrew",1,12.3,77
"petty",2,2.29,67.5
"pevensie",2,123,58
"peyton",1,65.9,41
"pfizer",1,32.4,49
"phantom",1,0.5,32
"phantoms",1,31.5,44
"pharaoh",1,65,27
"pharmaceuticals",1,0.2,85
"phase",1,78.1,63
"phd",1,0.3,25
"phelps",1,0.4,64
"phenom",1,32.8,23
"phenomena",1,25.1,8
"phenomenal",1,2.5,50
"phenomenon",5,7.12,76.8
"phil",3,102.39,48.67
"philadelphia",7,24.63,51
"philippe",1,2.6,100
"philippine",1,0.2,62
"phillips",2,53.65,69
"philly",1,7.7,71
"philosophy",3,22.63,63.67
"phobic",1,36.9,82
"phoenix",1,0.4,53
"phone",13,17.97,50
"phony",1,0.2,89
"photo",1,28.1,4
"photographer",2,0.67,83.5
"photographers",2,7.85,25
"photographs",3,11.43,56.67
"photos",2,0.7,28
"photosensitive",1,96.1,83
"physical",6,27.78,42.33
"physically",1,127.7,97
"physics",1,9.2,89
"pi",2,0.2,43
"pianist",2,0.32,75.5
"piano",4,3.18,54.25
"piccolo",1,9.4,14
"pick",10,53.09,58.4
"picked",6,26.76,47.67
"picket",1,42.2,21
"picking",3,47.47,38.67
"pickpocket",1,0,19
"picks",2,10.8,43
"pictorial",1,5.2,96
"picture",4,6.14,69.25
"pictures",3,34.63,46.33
"pie",1,144,52
"piece",5,26.1,40.4
"pieces",2,0.31,76.5
"piecing",1,53.7,27
"pig",2,41.2,75.5
"pigeon",2,19.4,31
"piglet",3,21.4,73.67
"pigs",1,119.4,22
"pileup",1,46.5,48
"pilgrim",1,31.5,82
"pilgrimage",1,4.4,82
"pill",2,45.75,62.5
"pilot",13,45.63,59.54
"pilots",3,31.4,28.67
"pimentel",1,0.1,33
"pimp",2,12.15,62.5
"pin",1,1.4,56
"pincus",2,13.2,85
"pine",2,0.43,12.5
"pineda",1,0.06,62
"pinehurst",1,0.04,83
"pinewood",1,0.04,22
"ping",1,32.8,23
"pink",1,82.2,22
"pinned",1,46.5,71
"pinochet",1,2.3,93
"pinpoint",1,350.1,73
"pins",1,16.2,21
"pinup",1,0.1,72
"pioneer",2,6.3,86
"pioneering",1,1.2,92
"pioneers",1,0.7,40
"pious",1,2.4,82
"piranhas",1,0.4,13
"pirate",5,144.24,81.4
"pirates",3,93.7,56.33
"pistol",1,63.2,25
"pit",4,43.75,52
"pitch",2,80.1,51.5
"pitches",2,4.45,21
"pitchfork",1,0,0
"pitiful",1,0.01,50
"pitka",1,32.2,14
"pits",2,11.95,41
"pitt",1,68.6,39
"pitted",5,54.71,47.2
"pittsburgh",2,17.35,58.5
"pizza",1,37.1,44
"place",22,39.44,49.64
"placed",6,30.88,44.17
"placement",2,0.6,73
"places",2,40.25,18
"placing",1,1.8,50
"plagiarism",1,47.8,46
"plague",6,73.72,54
"plagued",6,61.68,47.83
"plagues",3,48.73,43.33
"plame",1,9.5,79
"plan",34,48.95,42.56
"plane",9,39.04,41
"planes",1,31.5,91
"planet",22,76.77,52.64
"planned",4,34.95,60.5
"planner",1,13.7,95
"planning",4,25.33,46.5
"plans",20,72.6,44.35
"plant",1,10.6,63
"plantation",4,52.66,40
"planted",1,0.2,13
"planting",1,292.6,86
"plastic",3,64.4,43.67
"plastics",1,86,83
"plate",1,63.2,25
"platonic",2,19.35,65.5
"platoon",3,55.03,68
"play",29,17.75,58.55
"playa",1,0.08,0
"playboy",5,44.84,43
"playdate",1,0.6,81
"played",5,16.22,69.2
"player",24,27.44,42.88
"players",9,22.33,58.78
"playful",1,400.7,89
"playground",1,32.9,25
"playing",9,26.96,46.67
"playoffs",1,75.5,83
"plays",11,12.47,34.27
"playwright",4,0.54,37
"plea",1,73.3,25
"pleas",1,0.6,74
"pleasantly",1,118.8,91
"pleasing",1,2.8,7
"pleasure",1,0.06,85
"pledge",1,0.02,54
"pledged",1,0.2,31
"pledges",1,18.9,78
"pledging",1,21.6,14
"plenty",3,24.03,27
"plight",2,13.45,69
"plot",19,69.42,47.37
"plotlines",1,4.3,20
"plots",9,17.52,45.44
"plotting",1,118.5,72
"plucked",1,0.06,62
"plum",1,26.4,2
"plummer",2,62.2,30.5
"plump",1,118.8,91
"plunged",3,22.9,21.67
"plunges",1,186.6,45
"plus",2,114.7,56
"po",2,190.3,84
"poachers",1,28.3,53
"pocahontas",1,12.5,62
"poe",2,16,22
"poem",1,0.6,63
"poems",1,37.7,32
"poet",7,8.38,57.57
"poetry",3,2.6,56.33
"poets",2,5.55,70.5
"poignant",3,1.66,96.33
"point",8,34.46,69.88
"pointing",1,0.1,20
"points",2,49.4,68.5
"poised",2,82.4,69
"poison",1,27.8,61
"poisoning",1,15.7,5
"poisonous",2,25.55,58
"pok",1,1.6,14
"poker",3,64,44
"polar",5,5.02,47.8
"polarized",1,93.1,68
"pole",3,81.97,53.33
"polemic",1,1.9,78
"police",59,34.42,48.2
"policeman",8,40.98,63.25
"policemen",1,22.5,32
"policy",1,1.9,78
"political",13,16.72,48.62
"politically",2,27.8,67
"politician",5,31.36,65.8
"politicians",2,0.1,73.5
"politico",1,0.3,52
"politics",2,51.65,75.5
"pollock",1,7.3,81
"pollutes",1,183,90
"pompeii",1,23.2,28
"ponder",1,3,83
"pong",1,32.8,23
"pontius",1,72.8,63
"ponzi",2,71.8,44.5
"pooh",2,22.35,84.5
"pool",3,20.43,36.33
"poole",1,1.7,39
"poor",6,16.48,41.5
"poorly",1,21.8,41
"pootie",1,2.8,29
"pop",6,22.69,72.67
"popped",1,155,75
"poppins",1,83.3,80
"populace",1,51.8,70
"popular",25,23.36,39.64
"popularity",2,59.6,23
"populated",1,0.6,62
"population",7,44.29,36
"populist",1,0.02,90
"porn",10,5.61,42.1
"pornography",1,0,10
"pornstars",1,0.7,40
"port",1,70.2,68
"portable",1,53.2,43
"porter",2,9.7,30.5
"porters",1,0.4,80
"portfolio",1,0,0
"portland",1,11,24
"portrait",4,0.32,78
"portray",1,37.7,32
"portraying",1,110.4,83
"portuguese",1,0.5,58
"pose",3,52.23,14
"poseidon",2,64.65,37.5
"poses",2,147.35,17
"posey",1,0.06,44
"posh",3,17.13,44.33
"posing",7,20,51.86
"posse",1,100.2,44
"possessed",5,17.68,17.2
"possesses",1,54.2,62
"possession",7,73.65,52.57
"possessions",3,29.07,55
"possessiveness",1,3.5,75
"possibilities",2,0,26.5
"possibility",2,4.7,90
"possible",3,5.2,72
"possibly",1,4.2,78
"post",24,24.51,55.88
"postapocalyptic",1,31.7,56
"postman",1,1.1,25
"posts",1,28.7,16
"pot",4,58.97,52.5
"potential",6,33.55,53.5
"potentially",5,14.26,58.2
"pothead",1,0.09,29
"potheads",1,45,18
"potion",1,12.4,18
"potsdam",1,0.9,33
"potter",2,152.4,75
"potts",1,0.09,63
"pound",2,35.7,68
"pounds",1,5.7,59
"poverty",2,11.45,50.5
"pow",1,0.08,50
"powell",1,94.1,75
"power",23,67.3,52.7
"powerbrokers",1,150.1,93
"powered",2,72.7,50
"powerful",23,85.97,42.61
"powerhouse",1,0.03,0
"powerpuff",1,11.3,63
"powers",17,82.19,37.53
"practical",2,14.35,35
"practicality",1,0,40
"practice",1,0.04,36
"practices",3,18.06,47.33
"practicing",1,0.4,60
"prank",4,24.8,32.5
"pranksters",2,9.3,52
"pray",1,0.2,98
"prayers",1,8.2,54
"pre",8,69.1,35
"preacher",3,4.49,22.67
"precinct",2,25.71,24
"precious",2,48.85,66.5
"precocious",3,21.5,76.67
"predator",3,13.95,42.33
"predators",3,31.34,48.67
"predicament",3,16.71,26
"predicaments",1,16.7,44
"predicted",1,56.2,97
"predilection",1,21.2,96
"predominately",1,5.7,83
"prefers",1,50.8,56
"pregnancy",3,54.1,67.33
"pregnant",14,10.89,52.5
"prehistoric",3,40.5,29
"prejudice",4,12.08,66
"premier",1,8.3,39
"premiere",1,0.3,86
"premiums",1,0.04,14
"premonition",3,55.67,40
"prep",4,26.48,47.5
"preparation",2,72,15
"preparations",3,15.33,62.67
"preparatory",1,0.3,13
"prepare",6,11.87,54.33
"prepared",4,54.13,65.5
"prepares",7,34.3,51
"preparing",3,11.25,22.67
"prepping",1,0.07,63
"preppy",1,0.2,84
"prequel",3,12.5,39.33
"preschool",2,22,51
"prescott",1,38.2,59
"prescribed",1,32.2,83
"prescribing",1,1.5,38
"presence",7,67.16,62.86
"present",9,11.12,47.89
"presentation",1,10.4,93
"presently",1,118.2,69
"presents",2,0.03,23.5
"presidency",2,35,65
"president",30,56.65,52.93
"presidential",6,38.78,57.5
"presidents",1,116.6,72
"presley",1,119.3,82
"press",1,0.08,0
"pressure",4,45.23,64
"pressured",1,3.4,52
"pressures",5,101.16,38.2
"prestigious",2,5.37,43.5
"presumed",2,122.2,64
"preteen",1,82.2,85
"pretend",2,60,11.5
"pretending",1,34.3,31
"pretends",1,0,20
"prettier",1,34,72
"pretty",3,38.73,50.33
"prevent",15,64.12,44.87
"preventing",2,120,43.5
"prevents",1,0.3,65
"previous",8,85.18,43.63
"previously",2,39.65,36.5
"prey",2,97.95,26.5
"price",4,57.18,46.5
"priceless",3,34.83,64
"pride",3,15.67,59.67
"priest",11,18.58,34
"priestly",1,124.7,75
"primary",1,0.6,76
"primate",1,49.4,26
